,id_EUMETSAT,url_tar
147,msg_3_seviri,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_msg_3_seviri_srf/rtcoef_msg_3_seviri_srf.tar.gz
148,msg_4_seviri,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_msg_4_seviri_srf/rtcoef_msg_4_seviri_srf.tar.gz
149,gcom-c_1_sgli,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_gcom-c_1_sgli_srf/rtcoef_gcom-c_1_sgli_srf.tar.gz
150,nimbus_3_sirs,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_nimbus_3_sirs_srf/rtcoef_nimbus_3_sirs_srf.tar.gz
151,nimbus_3_sirs-blur,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_nimbus_3_sirs-blur_srf/rtcoef_nimbus_3_sirs-blur_srf.tar.gz
152,nimbus_4_sirs,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_nimbus_4_sirs_srf/rtcoef_nimbus_4_sirs_srf.tar.gz
153,nimbus_4_sirs-blur,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_nimbus_4_sirs-blur_srf/rtcoef_nimbus_4_sirs-blur_srf.tar.gz
154,sentinel3_1_slstr,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_sentinel3_1_slstr_srf/rtcoef_sentinel3_1_slstr_srf.tar.gz
155,sentinel3_2_slstr,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_sentinel3_2_slstr_srf/rtcoef_sentinel3_2_slstr_srf.tar.gz
156,dmsp_1_ssh,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_dmsp_1_ssh_srf/rtcoef_dmsp_1_ssh_srf.tar.gz
157,dmsp_2_ssh,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_dmsp_2_ssh_srf/rtcoef_dmsp_2_ssh_srf.tar.gz
158,dmsp_3_ssh,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_dmsp_3_ssh_srf/rtcoef_dmsp_3_ssh_srf.tar.gz
159,dmsp_4_ssh,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_dmsp_4_ssh_srf/rtcoef_dmsp_4_ssh_srf.tar.gz
160,oceansat_3_sstm,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_oceansat_3_sstm_srf/rtcoef_oceansat_3_sstm_srf.tar.gz
161,nimbus_4_thir,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_nimbus_4_thir_srf/rtcoef_nimbus_4_thir_srf.tar.gz
162,nimbus_5_thir,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_nimbus_5_thir_srf/rtcoef_nimbus_5_thir_srf.tar.gz
163,nimbus_6_thir,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_nimbus_6_thir_srf/rtcoef_nimbus_6_thir_srf.tar.gz
164,nimbus_7_thir,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_nimbus_7_thir_srf/rtcoef_nimbus_7_thir_srf.tar.gz
165,landsat_8_tirs,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_landsat_8_tirs_srf/rtcoef_landsat_8_tirs_srf.tar.gz
166,landsat_9_tirs,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_landsat_9_tirs_srf/rtcoef_landsat_9_tirs_srf.tar.gz
167,landsat_4_tm,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_landsat_4_tm_srf/rtcoef_landsat_4_tm_srf.tar.gz
168,landsat_5_tm,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_landsat_5_tm_srf/rtcoef_landsat_5_tm_srf.tar.gz
169,landsat_7_tm,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_landsat_7_tm_srf/rtcoef_landsat_7_tm_srf.tar.gz
170,trishna_1_tir,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_trishna_1_tir_srf/rtcoef_trishna_1_tir_srf.tar.gz
171,jpss_0_viirs,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_jpss_0_viirs_srf/rtcoef_jpss_0_viirs_srf.tar.gz
172,noaa_20_viirs,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_noaa_20_viirs_srf/rtcoef_noaa_20_viirs_srf.tar.gz
173,noaa_21_viirs,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_noaa_21_viirs_srf/rtcoef_noaa_21_viirs_srf.tar.gz
174,gf5_1_vims,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_gf5_1_vims_srf/rtcoef_gf5_1_vims_srf.tar.gz
175,fy3_3_virr,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_fy3_3_virr_srf/rtcoef_fy3_3_virr_srf.tar.gz
176,fy2_2_vissr,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_fy2_2_vissr_srf/rtcoef_fy2_2_vissr_srf.tar.gz
177,fy2_3_vissr,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_fy2_3_vissr_srf/rtcoef_fy2_3_vissr_srf.tar.gz
178,fy2_4_vissr,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_fy2_4_vissr_srf/rtcoef_fy2_4_vissr_srf.tar.gz
179,fy2_5_vissr,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_fy2_5_vissr_srf/rtcoef_fy2_5_vissr_srf.tar.gz
180,fy2_7_vissr,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_fy2_7_vissr_srf/rtcoef_fy2_7_vissr_srf.tar.gz
181,fy2_8_vissr,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_fy2_8_vissr_srf/rtcoef_fy2_8_vissr_srf.tar.gz
182,noaa_2_vtpr1,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_noaa_2_vtpr1_srf/rtcoef_noaa_2_vtpr1_srf.tar.gz
